Lat,Lon
40.7489,-74.0035
40.7179,-73.9895
40.7402,-73.9946
40.7741,-73.872
40.7602,-73.9673
40.7297,-73.9809
40.7577,-73.974
40.6448,-73.7818
40.7192,-74.0087
40.717,-74.0071
40.7585,-73.9774
40.7536,-73.9851
40.7426,-74.0005
40.7434,-74.0034
40.6945,-73.9195
40.761,-73.9996
40.733,-74.0063
40.7634,-73.972
40.7462,-73.9843
40.7459,-73.9881
40.6127,-74.0928
40.7236,-74.0109
40.7451,-73.9769
40.745,-73.9788
40.6869,-73.9505
40.7398,-73.9814
40.7165,-73.9889
40.7749,-73.952
40.7339,-74.0098
40.7111,-74.0102
40.7357,-74.0075
40.8155,-73.9596
40.7043,-73.9332
40.7225,-73.9951
40.7188,-74.0002
40.8551,-73.9369
40.664,-73.9775
40.7272,-74.0063
40.7692,-73.9615
40.7422,-73.9885
40.7761,-73.9561
40.6891,-73.9846
40.7307,-73.9908
40.7341,-74.0041
40.7562,-73.9932
40.766,-73.9947
40.7319,-73.9953
40.6708,-73.9917
40.7553,-73.983
40.7607,-73.9967
40.759,-73.9727
40.7616,-73.9993
40.7164,-73.9949
40.7552,-73.9712
40.6925,-73.9944
40.7518,-73.9738
40.774,-73.8726
40.7648,-73.9785
40.7212,-73.9967
40.7385,-73.9932
40.7343,-74.0035
40.7761,-73.9581
40.7223,-73.9863
40.6751,-73.7603
40.7278,-74.0049
40.7356,-73.8729
40.7501,-73.9915
40.7462,-73.9951
40.7457,-73.9892
40.7516,-74.0034
40.7746,-73.9654
41.0263,-73.7195
40.8564,-73.8859
40.7209,-73.9994
40.7773,-73.9593
40.7447,-73.9989
40.7169,-74.0123
40.7596,-73.9707
40.6467,-73.7898
40.8527,-73.8923
40.728,-74.0
40.7394,-74.0272
40.6498,-73.886
40.7376,-73.8624
40.7594,-73.9723
40.7229,-73.9985
40.694,-73.8533
40.7262,-74.0026
40.8553,-73.8775
40.7234,-74.0061
40.755,-73.9923
40.7042,-73.933
40.763,-73.9603
40.7404,-73.9894
40.7692,-73.963
40.7583,-73.9873
40.6976,-73.9957
40.7495,-73.9838
40.7005,-73.813
40.7738,-73.8717
40.774,-73.8724
40.7186,-73.962
40.7629,-73.9759
40.7396,-73.9907
40.7488,-73.973
40.7709,-73.9836
40.7201,-74.0086
40.7092,-74.0053
40.7766,-73.9577
40.7468,-73.9823
40.7636,-73.9853
40.6451,-73.7812
40.7235,-73.9403
40.6589,-73.9783
40.7344,-73.9948
40.7242,-73.9831
40.7345,-73.9883
40.7218,-73.9997
40.6714,-74.0127
40.7513,-73.9839
40.7336,-73.9919
40.6888,-73.986
40.7836,-73.9652
40.7301,-73.9805
40.732,-74.0034
40.7128,-74.0097
40.7212,-73.7904
40.7503,-73.9789
40.7141,-73.9653
40.7645,-73.9738
40.7017,-74.0125
40.7284,-73.9835
40.7576,-73.916
40.7468,-73.9814
40.7406,-74.0057
40.7824,-73.9558
40.7173,-73.9645
40.7448,-73.9817
40.6981,-73.9302
40.7612,-73.9721
40.7837,-73.422
40.7688,-73.8672
40.7315,-73.9912
40.7688,-73.9613
40.8907,-73.8984
40.6968,-73.9254
40.7263,-73.9563
40.749,-73.9737
40.7435,-73.9726
40.6843,-73.9323
40.8106,-73.8524
40.7299,-74.01
40.7454,-73.9782
40.7643,-73.9732
40.7714,-73.9886
40.735,-74.0023
40.7263,-73.9437
40.7388,-74.0082
40.7112,-74.0162
40.8374,-73.9367
40.7286,-73.994
40.756,-74.0023
40.6339,-74.035
40.7264,-73.9843
40.7452,-74.006
40.7748,-73.9912
40.6449,-73.7824
40.7238,-73.9961
40.723,-73.8497
40.7563,-73.9752
40.7416,-73.9897
40.7643,-73.9737
40.7308,-73.9872
40.7708,-73.9478
40.753,-74.0072
40.8025,-73.626
40.7702,-73.9637
40.7392,-73.9898
40.7248,-73.9807
40.8328,-73.9279
40.7175,-74.0053
40.7544,-73.9775
40.7739,-73.9596
40.7595,-73.987
40.7346,-74.0071
40.7402,-74.0054
40.7371,-74.0003
40.7248,-73.9767
40.7406,-74.0022
40.7114,-73.9676
40.723,-73.9402
40.7561,-73.9617
40.741,-74.0057
40.7555,-73.9798
40.7406,-74.0086
40.7593,-73.9885
40.7218,-73.992
40.8287,-73.9414
40.721,-73.985
40.7559,-73.9725
40.7732,-73.9663
40.7185,-74.0006
40.714,-73.9641
40.7468,-73.9772
40.6465,-73.7898
40.645,-73.7818
40.7538,-73.9766
40.7256,-74.0046
40.7635,-73.9961
40.7439,-73.992
40.6448,-73.7819
40.7507,-73.983
40.6888,-73.9784
40.7349,-74.0092
40.7688,-73.9879
40.7198,-74.0045
40.7269,-73.9917
40.732,-73.9851
40.7687,-73.8673
40.7628,-73.9657
40.7547,-73.9875
40.7182,-73.9434
40.7606,-73.9858
40.7651,-73.9675
40.7369,-73.9871
40.7553,-73.9947
40.7485,-74.0082
40.7482,-74.0052
40.7853,-73.9473
40.72,-73.9983
40.7697,-73.9936
40.7459,-73.9781
40.759,-73.9188
40.7513,-73.9802
40.7308,-73.9594
40.743,-74.0072
40.6083,-74.1512
40.7342,-73.9898
40.7768,-73.9552
40.7319,-73.9916
40.7458,-73.9842
40.716,-73.9505
40.7685,-73.8872
40.6799,-73.9894
40.8028,-73.9585
40.7545,-73.9835
40.7319,-74.0085
40.7122,-73.9594
40.6692,-73.9731
40.7213,-74.0003
40.7763,-73.9781
40.6445,-73.7827
40.7286,-73.9955
40.7547,-73.9734
40.6427,-74.0757
40.7299,-73.9751
40.7819,-73.9809
40.7505,-73.979
40.7302,-73.9907
40.7686,-73.8411
40.7305,-74.009
40.6925,-73.9963
40.7107,-73.985
40.7211,-73.9873
40.7331,-74.0068
40.724,-73.9964
40.7279,-74.0001
40.737,-74.0002
40.691,-73.8163
40.779,-73.9467
40.735,-73.9818
40.7348,-73.9813
40.7514,-73.9742
40.7099,-74.0069
40.747,-73.9219
40.7401,-74.0058
40.7333,-74.0048
40.7554,-73.9673
40.7593,-73.9725
40.7493,-73.9837
40.7303,-73.9833
40.7295,-73.9919
40.7876,-73.9787
40.7255,-73.9821
40.734,-73.959
40.7416,-73.9834
40.6983,-73.9147
40.7279,-73.9822
40.6485,-73.7827
40.757,-73.9937
40.7557,-73.9871
40.7332,-73.9753
40.7627,-73.9718
40.7754,-73.9825
40.742,-74.004
40.6693,-73.944
40.7037,-73.9854
40.7237,-74.0108
40.7718,-73.9513
40.7485,-74.0035
40.688,-74.1829
40.7495,-74.0027
40.7187,-74.0088
40.7597,-73.9912
40.7389,-73.99
40.7218,-73.9875
40.706,-74.0087
40.7949,-73.9722
40.7121,-73.9663
40.7408,-74.0049
40.7371,-73.9742
40.7204,-73.9894
40.7422,-74.0041
40.6854,-73.9779
40.7165,-73.9904
40.7472,-73.9898
40.7499,-73.9725
40.7695,-73.9537
40.7312,-73.9544
40.7268,-73.9852
40.7632,-73.9647
40.7786,-73.9865
40.7546,-73.9859
40.7784,-73.9515
40.7732,-73.8856
40.7182,-74.0389
40.7136,-73.9568
40.7115,-74.0156
40.7423,-73.9521
40.7646,-73.9327
40.7732,-73.9665
40.7659,-73.982
40.7096,-73.8156
40.7276,-73.9817
40.7226,-73.988
40.7617,-73.9924
40.724,-73.9789
40.7288,-73.8583
40.7455,-74.0332
40.7496,-74.0044
40.7695,-73.9893
40.7206,-74.0009
40.6468,-73.7895
40.7892,-73.9775
40.7536,-73.9925
40.7942,-73.963
40.7345,-73.983
40.7319,-74.0034
40.7908,-73.9474
40.74,-74.0055
40.7162,-73.936
40.684,-73.9568
40.7751,-73.9572
40.7598,-73.9744
40.7158,-74.0039
40.7411,-73.9847
40.7509,-74.0058
40.7265,-73.988
40.7599,-73.9666
40.7585,-73.9929
40.7172,-73.7007
40.8003,-73.9695
40.7781,-73.9629
40.7299,-74.0041
40.7429,-73.9803
40.7402,-74.0021
40.7774,-73.9784
40.7705,-73.9915
40.7753,-73.9795
40.8141,-73.8147
40.7091,-73.9552
40.6225,-73.9688
40.7164,-74.0068
40.8995,-73.9011
40.7298,-74.0006
40.7236,-74.011
40.7099,-74.0101
40.7192,-73.9608
40.7708,-73.9812
40.7607,-73.9696
40.7087,-73.9445
40.6803,-73.9305
40.6484,-73.7835
40.7398,-73.9231
40.7044,-73.9484
40.7492,-73.9919
40.6702,-73.9566
40.7465,-73.9838
40.723,-73.993
40.6939,-73.9837
40.7694,-73.9211
40.7219,-73.9568
40.7764,-73.9459
40.7206,-73.9871
40.707,-74.0052
40.7585,-73.9692
40.7798,-73.977
40.7204,-73.9966
40.7901,-73.9784
40.7554,-73.9838
40.7143,-73.9653
40.7303,-73.9949
40.695,-74.1781
40.7417,-73.99
40.7319,-74.0094
40.7781,-73.9629
40.7329,-74.004
40.6466,-73.7898
40.8729,-73.9045
40.7242,-73.9978
40.7323,-74.0006
40.7447,-73.9914
40.7521,-73.977
40.6844,-74.0015
40.6434,-73.7898
40.7493,-73.9923
40.7564,-73.9739
40.7159,-73.9599
40.7082,-73.9423
40.7741,-73.8723
40.7111,-74.0162
40.7466,-73.4214
40.7259,-73.9919
40.7796,-73.9838
40.7278,-74.0015
40.7537,-73.7196
40.7575,-73.9758
40.7423,-73.91
40.7285,-73.9894
40.7499,-73.9793
40.7625,-74.0012
40.7234,-74.0037
40.6459,-73.7768
40.7765,-73.9527
40.7446,-73.9755
40.6717,-73.952
40.7336,-74.0075
40.8294,-73.9284
40.6764,-73.9983
40.7112,-74.0159
40.7515,-73.9768
40.706,-73.9305
40.773,-73.9623
40.78,-73.9567
40.7216,-73.9977
40.7299,-74.034
40.7791,-73.9534
40.7719,-73.963
40.7464,-73.9904
40.7559,-73.9632
40.741,-74.0075
40.7595,-73.999
40.6447,-73.7824
40.7523,-73.9932
40.7841,-73.9702
40.6731,-73.9717
40.7699,-73.8645
40.7607,-73.9646
40.7624,-73.9941
40.7575,-73.9857
40.7507,-74.027
40.7262,-73.9961
40.7619,-73.975
40.7407,-74.0077
40.7627,-73.9947
40.748,-74.0057
40.7424,-73.9803
40.7622,-73.9716
40.8246,-73.9419
40.7199,-73.96
40.7291,-73.9784
40.7589,-73.9801
40.7283,-73.9943
40.7587,-73.9855
40.7198,-73.9918
40.7502,-74.002
40.7266,-74.0023
40.7644,-73.9984
40.7204,-74.0086
40.7621,-73.9792
40.7513,-73.9825
40.7769,-73.9639
40.7491,-73.9803
40.7521,-73.9787
40.753,-73.9793
40.7459,-73.9942
40.7418,-73.9971
40.7451,-74.0021
40.7415,-73.9898
40.7386,-74.0323
40.6148,-74.032
40.7306,-74.0091
40.6887,-73.9626
40.7756,-73.91
40.718,-74.0149
40.7477,-73.9736
40.694,-73.9613
40.6037,-74.0125
40.6555,-73.974
40.6813,-73.9565
40.7788,-73.9556
40.7355,-74.0083
40.7789,-73.9763
40.6645,-73.7873
40.7465,-73.9775
40.7777,-73.9513
40.7402,-74.0057
40.7407,-74.0052
40.7565,-73.9904
40.761,-73.9974
40.6483,-73.7827
40.5845,-73.9819
40.7379,-73.9978
40.7591,-73.965
40.7182,-73.9894
40.7871,-73.9755
40.7648,-73.9743
40.7223,-73.9804
40.7599,-73.9947
40.744,-73.9876
40.7327,-73.9934
40.7033,-73.9273
40.7274,-73.9922
40.714,-74.0147
40.7765,-73.9795
40.731,-73.9994
40.7409,-74.005
40.756,-73.9794
40.729,-73.9791
40.7382,-74.0047
40.7526,-73.9812
40.7193,-73.963
40.7442,-73.9727
40.7449,-74.2595
40.739,-73.9829
40.7346,-74.0098
40.7329,-73.9876
40.7613,-73.9707
40.7226,-74.0082
40.681,-73.9965
40.7624,-73.9963
40.8236,-73.9469
40.7093,-74.0137
40.7762,-73.9109
40.7438,-73.9834
40.6343,-73.9673
40.7674,-73.9807
40.7759,-73.9556
40.7678,-73.9678
40.6851,-73.9776
40.7698,-73.9649
40.7245,-73.9877
40.735,-73.9914
40.7847,-73.9518
40.7475,-73.981
40.7522,-73.9855
40.7132,-74.0072
40.6898,-73.9518
40.764,-73.9939
40.789,-74.0447
40.7407,-73.9916
40.7657,-73.9187
40.7514,-73.9783
40.7576,-73.9932
40.6827,-73.9625
40.6951,-74.1788
40.7598,-73.972
40.7585,-73.9731
40.7636,-73.9592
40.735,-73.9973
40.8117,-74.2046
40.7915,-73.9531
40.7827,-73.9835
40.7754,-73.9503
40.7272,-73.9457
40.7376,-73.9937
40.7076,-73.9249
40.7212,-74.0016
40.7192,-73.9944
40.777,-73.9536
40.7388,-74.0027
40.7323,-74.0021
40.7442,-73.9899
40.7229,-73.998
40.7194,-73.9861
40.747,-73.9932
40.6882,-73.9663
40.8061,-73.9533
40.7251,-74.0033
40.7208,-73.9627
40.7703,-73.9604
40.7352,-73.9544
40.5875,-73.8976
40.7744,-73.8732
40.7293,-74.0036
40.7639,-73.9619
40.7466,-73.9817
40.7395,-73.9942
40.7443,-73.9839
40.7706,-73.8654
40.7535,-73.9871
40.7186,-73.989
40.7193,-73.9631
40.7236,-73.9965
40.7522,-74.0045
40.7618,-73.9664
40.7154,-74.003
40.766,-73.9696
40.7184,-73.9966
40.7615,-73.9919
40.7863,-73.9559
40.7569,-73.9742
40.7187,-73.9833
40.6466,-73.7894
40.7125,-73.9926
40.7842,-73.9815
40.7384,-74.0036
40.7279,-73.9413
40.6418,-73.7889
40.77,-73.9592
40.7247,-73.9923
40.6945,-73.9509
40.7437,-73.9792
40.7576,-73.9846
40.7342,-73.9878
40.7631,-73.9786
40.7443,-74.0336
40.6766,-73.9428
40.659,-73.9896
40.7542,-73.9995
40.7385,-73.9839
40.7527,-73.9684
40.6956,-73.9683
40.7613,-73.9797
40.7696,-73.9506
40.7684,-73.8626
40.7771,-73.9581
40.7462,-73.9825
40.7331,-73.9751
40.7378,-73.9935
40.713,-74.0093
40.7581,-73.9929
40.7308,-74.0047
40.7591,-73.9675
40.759,-73.9811
40.8664,-73.9278
40.7607,-74.0027
40.7416,-74.0069
40.7286,-73.9801
40.7786,-73.9884
40.719,-73.9946
40.7144,-74.007
40.7348,-73.9884
40.7614,-73.9734
40.7775,-73.979
40.7267,-73.9984
40.7607,-73.982
40.737,-74.0003
40.7739,-73.9487
40.6912,-73.7148
40.7571,-73.9719
40.7254,-74.0092
40.6949,-73.9827
40.7436,-73.9904
40.7145,-73.9914
40.7204,-74.0009
40.7256,-73.9844
40.7977,-73.971
40.7414,-73.9815
40.746,-73.9843
40.8546,-73.9371
40.7538,-73.981
40.7531,-73.9664
40.7711,-73.9109
40.766,-73.9948
40.7777,-73.9587
40.763,-73.9742
40.7061,-74.0097
40.7358,-73.9954
40.7399,-74.0071
40.7482,-73.972
40.7191,-73.9991
40.7795,-73.9598
40.7667,-73.9692
40.722,-73.9408
40.7501,-74.0061
40.7645,-73.9771
40.7788,-73.9602
40.7388,-73.9982
40.7568,-73.9982
40.7225,-73.9875
40.7062,-73.9319
40.7236,-74.0107
40.6861,-73.94
40.6562,-73.9428
40.7555,-73.9754
40.7168,-74.0058
40.7236,-73.9915
40.7495,-73.9775
40.7234,-73.9847
40.6961,-73.9886
40.7266,-74.0024
40.7659,-73.9691
40.7594,-73.9696
40.7506,-73.9748
40.8855,-73.9062
40.7318,-73.9834
40.6737,-73.9823
40.7523,-73.9779
40.7526,-73.967
40.756,-73.9784
40.741,-74.0034
40.7677,-73.9829
40.7384,-73.9856
40.7748,-73.9653
40.6717,-73.9877
40.7515,-73.982
40.7053,-74.0072
40.7741,-73.9808
40.7394,-73.9807
40.7401,-73.9946
40.775,-73.9586
40.7557,-73.9982
40.6464,-73.7894
40.754,-73.9883
40.7685,-73.8624
40.73,-73.9921
40.742,-74.0009
40.6814,-73.9768
40.7464,-73.9896
40.7672,-73.9537
40.7234,-73.9969
40.7477,-73.9871
40.7744,-73.9892
40.795,-73.9349
40.7199,-74.0001
40.7305,-74.0091
40.7283,-73.9941
40.7662,-73.9523
40.7567,-73.9982
40.7406,-74.0059
40.7011,-73.9236
40.6457,-73.7767
40.7441,-73.7012
40.7458,-73.9881
40.731,-73.9889
40.8716,-73.8992
40.7675,-73.9098
40.7787,-73.9821
40.7333,-73.99
40.7578,-73.9753
40.7633,-73.9858
40.7393,-74.0279
40.7222,-73.9945
40.7592,-73.9958
40.827,-73.9239
40.756,-73.9889
40.7152,-74.016
40.6765,-74.0139
40.7491,-73.9865
40.7341,-73.9955
40.7627,-73.9934
40.7664,-73.9541
40.7785,-73.9586
40.7325,-73.9878
40.748,-73.9889
40.7048,-74.0116
40.6465,-73.79
40.7811,-73.9592
40.7205,-73.9843
40.7035,-73.9895
40.7112,-74.011
40.7501,-73.9824
40.7398,-73.9909
40.7924,-73.9717
40.7219,-74.0
40.7145,-74.0105
40.7475,-74.0044
40.6904,-73.9601
40.7599,-73.969
40.7396,-74.008
40.7094,-74.0138
40.7559,-73.9818
40.7493,-73.9755
40.6446,-73.7822
40.7741,-73.9491
40.737,-73.9843
40.7327,-73.9816
40.7133,-73.9403
40.7245,-73.9917
40.7101,-74.0099
40.677,-73.9385
40.7222,-73.9888
40.7249,-73.9827
40.7578,-73.9796
40.7149,-73.9478
40.7477,-73.8536
40.7594,-73.9687
40.7405,-74.0085
40.7378,-73.9883
40.6224,-73.9687
40.7618,-73.9789
40.6781,-73.978
40.7423,-73.9936
40.7616,-73.9705
40.7557,-74.0017
40.66,-73.9851
40.6737,-73.976
40.783,-73.9571
40.7759,-73.9897
40.7301,-74.0004
40.7255,-74.0019
40.743,-73.987
40.7119,-74.0079
40.758,-73.9839
40.7414,-73.9914
40.677,-73.9525
40.7668,-73.9564
40.7583,-73.9748
40.7281,-73.9849
40.7261,-74.0092
40.6468,-73.7895
40.6553,-73.9818
40.764,-73.9754
40.7818,-73.9756
40.7226,-73.9827
40.691,-73.9077
40.7518,-73.9873
40.7493,-73.9807
40.757,-73.9835
40.6756,-73.9742
40.7237,-73.9404
40.7248,-74.0081
40.7496,-74.0031
40.7384,-73.9842
